
DPS Ranking:
111749061 100.0%  Raid
    rake                         Count= 21.0| 14.81sec  DPE= 623836|11%  DPET= 621056  DPR=   0.0  pDPS=43836  Miss=0.00%  Hit=86968|56472|161349  Crit=177661|115203|329153|26.1%  Parry=3.0%  TickCount=96  MissTick=0.0%  Tick=88668|36|171030  CritTick=180945|58|348902|26.9%  UpTime=94.1%
    rip                          Count=  9.3| 26.05sec  DPE=1386786|11%  DPET=1380630  DPR=   0.0  pDPS=43244  Miss=0.00%  Parry=100.0%  TickCount=135  MissTick=0.0%  Tick=75098|2480|91160  CritTick=153229|298|185965|26.8%  UpTime=90.0%
    shred                        Count= 47.8|  6.26sec  DPE= 194431| 8%  DPET= 193560  DPR=   0.0  pDPS=31063  Miss=0.00%  Hit=156602|106359|161058  Crit=319566|216973|328559|26.1%  Parry=3.0%
    swipe_bear                   Count=  5.6| 47.11sec  DPE= 121639| 1%  DPET= 102290  DPR=   0.0  pDPS= 2275  Miss=0.00%  Hit=95220|65717|97564  Crit=194044|136692|199030|26.7%
    thrash_bear                  Count= 35.4|  8.40sec  DPE= 323387|10%  DPET= 259125  DPR=   0.0  pDPS=38230  Miss=0.00%  Hit=167441|107557|203589  Crit=341387|219415|415322|26.8%  TickCount=97  MissTick=0.0%  Tick=31029|174|38409  CritTick=63264|669|78355|26.9%  UpTime=97.6%
  Constant Buffs: defiled_augmentation/flask_of_the_seventh_demon/seedbattered_fish_plate
  Dynamic Buffs:
    barkskin              : start= 4.0 refresh=  0.0 interval= 84.3 trigger= 84.3 uptime=17.49%  benefit=18%
    bear_form             : start=23.0 refresh=  0.0 interval= 13.1 trigger= 13.1 uptime=62.18%  benefit=62%
    bloodlust             : start= 1.0 refresh=  0.0 interval=  0.0 trigger=  0.0 uptime=13.56%  benefit=43%
    cat_form              : start=23.4 refresh=  0.0 interval= 13.1 trigger= 13.2 uptime=37.82%  benefit=38%
    dash                  : start= 2.0 refresh=  0.0 interval=186.8 trigger=186.8 uptime=10.17%  benefit=10%
    galactic_guardian     : start=36.5 refresh= 44.6 interval=  8.2 trigger=  3.6 uptime=53.16%
    gaseous_bubble        : start= 5.5 refresh=  0.0 interval= 60.4 trigger= 60.4 uptime= 2.04%
    gory_fur              : start= 1.0 refresh=  5.7 interval=  0.0 trigger= 38.0 uptime=86.26%  benefit=86%
    guardian_of_elune     : start= 1.0 refresh= 43.7 interval=240.9 trigger=  6.6 uptime=97.72%  benefit=98%
    mangle                : start=15.4 refresh=  0.0 interval= 18.3 trigger= 18.3 uptime= 6.66%  benefit=34%
    potion_of_the_old_war : start= 2.0 refresh=  0.0 interval=113.7 trigger=  0.0 uptime=16.27%  benefit=16%
    prowl                 : start= 1.0 refresh=  0.0 interval=  0.0 trigger=  0.0 uptime= 0.00%  benefit= 1%
    rage_of_the_sleeper   : start= 3.5 refresh=  0.0 interval= 96.7 trigger= 96.7 uptime=11.37%  benefit=11%
  Procs:
     15.4 |  18.31sec : gore
  Gains:
    7195672.9 : leech             (health)
    2266640.2 : brambles          (health)
    890724.1 : natures_guardian  (health)
       460.0 : bear_form         (rage)
       769.7 : bear_melee        (rage)
       141.7 : thrash_bear       (rage)
       284.9 : mangle            (rage)
        20.2 : rake              (combo_points)  (overflow=1.2%)
        45.9 : shred             (combo_points)  (overflow=1.2%)
      3031.8 : energy_regen      (energy)  (overflow=37.8%)
        72.6 : energy_refund     (energy)
       287.8 : galactic_guardian (rage)
  Waiting: 0.00%
Player: Giant_Ornamental_Pearl_895 tauren druid guardian 110
  DPS: 395079.6  DPS-Error=159.6/0.040%  DPS-Range=34827/8.8%  DPS-Convergence=68.7%
  HPS: 27127.3 HPS-Error=47.8/0.2%
  DPR=61598.6  RPS-Out=6.4 RPS-In=6.4  Resource=(rage) Waiting=0.0 ApM=66.1
  DTPS: 1916814.6  DTPS-error=1352.3/0.1% 
  TMI: 1711276.4  TMI-error=3236.2/0.2%  TMI-min=1249005.4  TMI-max=2569588.4 
  Origin: https://us.api.battle.net/wow/character/wyrmrest-accord/vorem/advanced
  Talents: http://us.battle.net/wow/en/tool/talent-calculator#Ub!0010210
  Artifact: 57:0:0:0:0:948:3:949:3:950:3:951:3:952:3:953:3:954:3:955:3:956:3:957:1:958:1:959:1:960:1:961:1:962:1:979:1:1334:1:1366:20
  Core Stats:    strength=4726|4401(4401)  agility=32695|31070(31070)  stamina=15837|15837(10604)  intellect=7651|7326(7326)  spirit=0|0(0)  health=950220|1068000  mana=704000|704000
  Generic Stats: mastery=12.40%|12.40%(6716)  versatility=15.86%|15.07%(7158)  leech=0.00%|0.00%(0)  runspeed=10.15%|8.05%(0)
  Spell Stats:   power=48960|46527(0)  hit=15.00%|15.00%(0)  crit=26.87%|26.87%(6748)  haste=16.00%|16.00%(6000)  speed=16.00%|16.00%  manareg=0|0(0)
  Attack Stats:  power=40800|38772(0)  hit=7.50%|7.50%(0)  crit=26.87%|26.87%(6748)  expertise=7.50%/7.50%|7.50%/7.50%(0)  haste=16.00%|16.00%(6000)  speed=16.00%|16.00%
  Defense Stats: armor=0|0(0) miss=3.00%|3.00%  dodge=26.89%|26.22%(0)  parry=0.00%|0.00%(0)  block=0.00%|0.00%(0) crit=0.00%|0.00%  versatility=7.93%|7.53%(7158)
  Priorities (actions.precombat):
    flask,type=flask_of_the_seventh_demon/food,type=seedbattered_fish_plate
    augmentation,type=defiled/cat_form/prowl/snapshot_stats/potion,name=old_war
  Priorities:
    auto_attack/use_item,slot=trinket1
    potion,name=old_war,if=buff.rage_of_the_sleeper.up
    call_action_list,name=cat,if=(cooldown.thrash_bear.remains>0&cooldown.mangle.remains>0&buff.rage_of_the_sleeper.down&buff.incarnation.down&buff.galactic_guardian.down)|(buff.cat_form.up&energy>20)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    call_action_list,name=bear
  Priorities (actions.bear):
    bear_form/incarnation/barkskin,if=talent.brambles.enabled
    berserking,if=buff.rage_of_the_sleeper.up
    moonfire,if=!dot.moonfire.ticking&(talent.incarnation.enabled|talent.soul_of_the_forest.enabled)
    lunar_beam,if=(dot.rip.remains>10&buff.bear_form.up)
    rage_of_the_sleeper,if=(dot.rip.remains>10&buff.bear_form.up)
    thrash_bear,if=(buff.incarnation.up=1&dot.thrash_bear.remains<=2)|talent.rend_and_tear.enabled&dot.thrash_bear.stack<3|talent.rend_and_tear.enabled&equipped.137067&dot.thrash_bear.stack<5|equipped.137056
    maul/mangle/thrash_bear/moonfire,if=buff.galactic_guardian.up/swipe_bear
  Priorities (actions.cat):
    dash,if=buff.cat_form.down/cat_form,if=buff.cat_form.down
    ferocious_bite,if=(combo_points>3&target.time_to_die<3)|(combo_points=5&energy>=50&dot.rip.remains>10)|(dot.rip.ticking&target.health.pct<25&combo_points=5&energy>=50)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    rip,if=(!dot.rip.ticking&combo_points=5)|(dot.rip.remains<8&combo_points=5)
    shadowmeld,if=dot.rake.remains<8
    rake,if=dot.rake.remains<8|(combo_points=4&time<10)/shred
  Actions:
    barkskin                     Count=  4.0| 84.37sec  DPE= 219784| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    bear_form                    Count= 23.0| 13.11sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    bear_melee                   Count= 97.7|  3.03sec  DPE=  49583| 4%  DPET=  23902  DPR=   0.0  pDPS=16178  Miss=0.00%  Hit=38771|26579|47462  Crit=79090|54221|96822|26.8%
    brambles                     Count=231.3|  1.29sec  DPE=   9792|22%  DPET=      0  DPR=   0.0  pDPS= 7559  Miss=0.00%  Hit=9792|9792|9792
    brambles_pulse               Count=  0.0|  0.00sec  DPE=      0| 1%  DPET=      0  DPR=   0.0  pDPS= 2919  Miss=0.00%  Hit=13550|13274|16592  Crit=27637|27078|33848|27.0%
    brambles_reflect             Count=231.3|  1.29sec  DPE=  19407| 4%  DPET=      0  DPR=   0.0  pDPS=14980  Miss=0.00%  Hit=15169|14748|18435  Crit=30947|30087|37608|26.9%
    cat_form                     Count= 21.4| 13.64sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    cat_melee                    Count=117.3|  2.54sec  DPE=  37099| 4%  DPET=  44908  DPR=   0.0  pDPS=14534  Miss=0.00%  Hit=29692|21263|30376  Crit=60580|43376|61966|26.9%  Parry=3.0%
    dash                         Count=  2.0|186.81sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    ferocious_bite               Count=  4.3| 43.26sec  DPE= 509450| 2%  DPET= 507251  DPR=   0.0  pDPS= 7235  Miss=0.00%  Hit=411384|65048|464630  Crit=838557|132698|947845|26.0%  Parry=3.2%
    gaseous_bubble               Count=  5.4| 60.06sec  DPE= 434886| 2%  DPET=      0  DPR=   0.0  pDPS= 7901  Miss=0.00%  Hit=339677|331152|413940  Crit=693155|675550|844437|26.9%
    leech                        Count=200.1|  1.84sec  DPE=  36048|70%  DPET=      0  DPR=   0.0  pDPS=24139  Miss=0.00%  Hit=36048|  61|244589
    mangle                       Count= 44.7|  6.61sec  DPE= 258771|10%  DPET= 206506  DPR=   0.0  pDPS=38612  Miss=0.00%  Hit=202324|132657|246177  Crit=412677|270620|502202|26.8%
    maul                         Count= 65.5|  4.49sec  DPE=  55144| 3%  DPET=      0  DPR=2757.2  pDPS=12049  Miss=0.00%  Hit=40176|26258|48727  Crit=81974|53565|99404|35.8%
    moonfire                     Count= 35.9|  8.17sec  DPE= 733239|22%  DPET= 585642  DPR=   0.0  pDPS=87927  Miss=0.00%  Hit=102230|48184|255375  Crit=209100|98295|520965|26.8%  TickCount=177  MissTick=0.0%  Tick=48606|384|59116  CritTick=99169|168|120596|26.8%  UpTime=98.3%
    natures_guardian             Count=200.1|  1.84sec  DPE=   4463| 9%  DPET=      0  DPR=   0.0  pDPS= 2988  Miss=0.00%  Hit=4462|   8|30317
    potion                       Count=  2.0|  0.00sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    potion_of_the_old_war        Count= 23.4|  6.34sec  DPE= 235576| 5%  DPET=      0  DPR=   0.0  pDPS=18684  Miss=0.00%  Hit=186045|121848|217586  Crit=379782|248570|443875|26.6%  Parry=1.0%
    rage_of_the_sleeper          Count=  3.5| 96.51sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    rage_of_the_sleeper_reflect  Count= 26.4|  9.60sec  DPE= 172835| 4%  DPET=      0  DPR=   0.0  pDPS=15259  Miss=0.00%  Hit=172835|172835|172835
    rake                         Count= 21.0| 14.84sec  DPE= 624215|11%  DPET= 621430  DPR=   0.0  pDPS=43863  Miss=0.00%  Hit=87045|56494|161411  Crit=177525|115247|329278|26.2%  Parry=2.9%  TickCount=96  MissTick=0.0%  Tick=88689|29|171096  CritTick=180868|58|349035|26.9%  UpTime=94.1%
    rip                          Count=  9.3| 25.82sec  DPE=1388336|11%  DPET=1382143  DPR=   0.0  pDPS=43289  Miss=0.00%  Parry=100.0%  TickCount=135  MissTick=0.0%  Tick=75127|1897|91194  CritTick=153273|6995|186036|26.8%  UpTime=90.0%
    shred                        Count= 47.9|  6.23sec  DPE= 194566| 8%  DPET= 193697  DPR=   0.0  pDPS=31135  Miss=0.00%  Hit=156709|106400|161120  Crit=319579|217056|328684|26.2%  Parry=3.0%
    swipe_bear                   Count=  5.6| 47.86sec  DPE= 122142| 1%  DPET= 102761  DPR=   0.0  pDPS= 2273  Miss=0.00%  Hit=95217|65742|97601  Crit=194349|134115|199106|27.2%
    thrash_bear                  Count= 35.4|  8.39sec  DPE= 323672|10%  DPET= 259369  DPR=   0.0  pDPS=38240  Miss=0.00%  Hit=167499|107598|203667  Crit=341707|219499|415481|26.9%  TickCount=97  MissTick=0.0%  Tick=31035|328|38424  CritTick=63337|146|78384|26.9%  UpTime=97.6%
  Constant Buffs: defiled_augmentation/flask_of_the_seventh_demon/seedbattered_fish_plate
  Dynamic Buffs:
    barkskin              : start= 4.0 refresh=  0.0 interval= 84.3 trigger= 84.3 uptime=17.48%  benefit=18%
    bear_form             : start=23.0 refresh=  0.0 interval= 13.1 trigger= 13.1 uptime=62.13%  benefit=62%
    bloodlust             : start= 1.0 refresh=  0.0 interval=  0.0 trigger=  0.0 uptime=13.56%  benefit=43%
    cat_form              : start=23.4 refresh=  0.0 interval= 13.1 trigger= 13.2 uptime=37.87%  benefit=38%
    dash                  : start= 2.0 refresh=  0.0 interval=186.8 trigger=186.8 uptime=10.17%  benefit=10%
    galactic_guardian     : start=36.5 refresh= 44.5 interval=  8.2 trigger=  3.7 uptime=53.10%
    gaseous_bubble        : start= 5.5 refresh=  0.0 interval= 60.4 trigger= 60.4 uptime= 2.04%
    gory_fur              : start= 1.0 refresh=  5.7 interval=  0.0 trigger= 37.9 uptime=86.13%  benefit=86%
    guardian_of_elune     : start= 1.0 refresh= 43.7 interval=225.4 trigger=  6.6 uptime=97.71%  benefit=98%
    mangle                : start=15.4 refresh=  0.0 interval= 18.4 trigger= 18.4 uptime= 6.63%  benefit=34%
    potion_of_the_old_war : start= 2.0 refresh=  0.0 interval=113.7 trigger=  0.0 uptime=16.27%  benefit=16%
    prowl                 : start= 1.0 refresh=  0.0 interval=  0.0 trigger=  0.0 uptime= 0.00%  benefit= 1%
    rage_of_the_sleeper   : start= 3.5 refresh=  0.0 interval= 96.7 trigger= 96.7 uptime=11.36%  benefit=11%
  Procs:
     15.4 |  18.36sec : gore
  Gains:
    7212206.8 : leech             (health)
    2265059.9 : brambles          (health)
    892796.3 : natures_guardian  (health)
       460.5 : bear_form         (rage)
       769.6 : bear_melee        (rage)
       141.6 : thrash_bear       (rage)
       284.6 : mangle            (rage)
        20.2 : rake              (combo_points)  (overflow=1.3%)
        45.9 : shred             (combo_points)  (overflow=1.2%)
      3035.3 : energy_regen      (energy)  (overflow=37.7%)
        73.1 : energy_refund     (energy)
       287.4 : galactic_guardian (rage)
  Waiting: 0.00%
Player: Giant_Ornamental_Pearl_900 tauren druid guardian 110
  DPS: 395714.9  DPS-Error=158.1/0.040%  DPS-Range=30224/7.6%  DPS-Convergence=68.4%
  HPS: 27208.2 HPS-Error=47.7/0.2%
  DPR=61694.5  RPS-Out=6.4 RPS-In=6.4  Resource=(rage) Waiting=0.0 ApM=66.1
  DTPS: 1917449.5  DTPS-error=1335.6/0.1% 
  TMI: 1711126.5  TMI-error=3236.3/0.2%  TMI-min=1245293.0  TMI-max=2720203.0 
  Origin: https://us.api.battle.net/wow/character/wyrmrest-accord/vorem/advanced
  Talents: http://us.battle.net/wow/en/tool/talent-calculator#Ub!0010210
  Artifact: 57:0:0:0:0:948:3:949:3:950:3:951:3:952:3:953:3:954:3:955:3:956:3:957:1:958:1:959:1:960:1:961:1:962:1:979:1:1334:1:1366:20
  Core Stats:    strength=4726|4401(4401)  agility=32695|31070(31070)  stamina=15837|15837(10604)  intellect=7651|7326(7326)  spirit=0|0(0)  health=950220|1068000  mana=704000|704000
  Generic Stats: mastery=12.40%|12.40%(6716)  versatility=15.91%|15.12%(7180)  leech=0.00%|0.00%(0)  runspeed=10.15%|8.05%(0)
  Spell Stats:   power=48960|46527(0)  hit=15.00%|15.00%(0)  crit=26.87%|26.87%(6748)  haste=16.00%|16.00%(6000)  speed=16.00%|16.00%  manareg=0|0(0)
  Attack Stats:  power=40800|38772(0)  hit=7.50%|7.50%(0)  crit=26.87%|26.87%(6748)  expertise=7.50%/7.50%|7.50%/7.50%(0)  haste=16.00%|16.00%(6000)  speed=16.00%|16.00%
  Defense Stats: armor=0|0(0) miss=3.00%|3.00%  dodge=26.89%|26.22%(0)  parry=0.00%|0.00%(0)  block=0.00%|0.00%(0) crit=0.00%|0.00%  versatility=7.95%|7.56%(7180)
  Priorities (actions.precombat):
    flask,type=flask_of_the_seventh_demon/food,type=seedbattered_fish_plate
    augmentation,type=defiled/cat_form/prowl/snapshot_stats/potion,name=old_war
  Priorities:
    auto_attack/use_item,slot=trinket1
    potion,name=old_war,if=buff.rage_of_the_sleeper.up
    call_action_list,name=cat,if=(cooldown.thrash_bear.remains>0&cooldown.mangle.remains>0&buff.rage_of_the_sleeper.down&buff.incarnation.down&buff.galactic_guardian.down)|(buff.cat_form.up&energy>20)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    call_action_list,name=bear
  Priorities (actions.bear):
    bear_form/incarnation/barkskin,if=talent.brambles.enabled
    berserking,if=buff.rage_of_the_sleeper.up
    moonfire,if=!dot.moonfire.ticking&(talent.incarnation.enabled|talent.soul_of_the_forest.enabled)
    lunar_beam,if=(dot.rip.remains>10&buff.bear_form.up)
    rage_of_the_sleeper,if=(dot.rip.remains>10&buff.bear_form.up)
    thrash_bear,if=(buff.incarnation.up=1&dot.thrash_bear.remains<=2)|talent.rend_and_tear.enabled&dot.thrash_bear.stack<3|talent.rend_and_tear.enabled&equipped.137067&dot.thrash_bear.stack<5|equipped.137056
    maul/mangle/thrash_bear/moonfire,if=buff.galactic_guardian.up/swipe_bear
  Priorities (actions.cat):
    dash,if=buff.cat_form.down/cat_form,if=buff.cat_form.down
    ferocious_bite,if=(combo_points>3&target.time_to_die<3)|(combo_points=5&energy>=50&dot.rip.remains>10)|(dot.rip.ticking&target.health.pct<25&combo_points=5&energy>=50)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    rip,if=(!dot.rip.ticking&combo_points=5)|(dot.rip.remains<8&combo_points=5)
    shadowmeld,if=dot.rake.remains<8
    rake,if=dot.rake.remains<8|(combo_points=4&time<10)/shred
  Actions:
    barkskin                     Count=  4.0| 84.29sec  DPE= 219506| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    bear_form                    Count= 23.0| 13.14sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    bear_melee                   Count= 97.7|  3.03sec  DPE=  49643| 4%  DPET=  23930  DPR=   0.0  pDPS=16202  Miss=0.00%  Hit=38789|26589|47481  Crit=79165|54242|96861|26.9%
    brambles                     Count=231.5|  1.29sec  DPE=   9792|22%  DPET=      0  DPR=   0.0  pDPS= 7564  Miss=0.00%  Hit=9792|9792|9792
    brambles_pulse               Count=  0.0|  0.00sec  DPE=      0| 1%  DPET=      0  DPR=   0.0  pDPS= 2919  Miss=0.00%  Hit=13555|13279|16599  Crit=27652|27089|33861|26.9%
    brambles_reflect             Count=231.5|  1.29sec  DPE=  19417| 4%  DPET=      0  DPR=   0.0  pDPS=14999  Miss=0.00%  Hit=15176|14754|18443  Crit=30961|30099|37623|26.9%
    cat_form                     Count= 21.4| 13.69sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    cat_melee                    Count=117.2|  2.54sec  DPE=  37125| 4%  DPET=  44940  DPR=   0.0  pDPS=14537  Miss=0.00%  Hit=29710|21271|30388  Crit=60596|43394|61991|26.9%  Parry=3.0%
    dash                         Count=  2.0|186.87sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    ferocious_bite               Count=  4.2| 44.40sec  DPE= 507823| 2%  DPET= 505637  DPR=   0.0  pDPS= 7193  Miss=0.00%  Hit=410013|65074|464816  Crit=836434|132751|948224|25.8%  Parry=3.0%
    gaseous_bubble               Count=  5.4| 60.07sec  DPE= 457063| 2%  DPET=      0  DPR=   0.0  pDPS= 8307  Miss=0.00%  Hit=356081|347099|433874  Crit=727342|708082|885103|27.2%
    leech                        Count=200.4|  1.84sec  DPE=  36104|70%  DPET=      0  DPR=   0.0  pDPS=24211  Miss=0.00%  Hit=36104|  10|256471
    mangle                       Count= 44.7|  6.59sec  DPE= 258754|10%  DPET= 206466  DPR=   0.0  pDPS=38622  Miss=0.00%  Hit=202392|132710|246276  Crit=412889|270729|502403|26.8%
    maul                         Count= 65.5|  4.49sec  DPE=  55161| 3%  DPET=      0  DPR=2758.0  pDPS=12055  Miss=0.00%  Hit=40194|26268|48747  Crit=81998|53587|99443|35.8%
    moonfire                     Count= 36.0|  8.12sec  DPE= 733266|22%  DPET= 585591  DPR=   0.0  pDPS=88093  Miss=0.00%  Hit=102301|48203|255477  Crit=208271|98335|521173|26.9%  TickCount=178  MissTick=0.0%  Tick=48627|27|59139  CritTick=99196|350|120644|26.9%  UpTime=98.3%
    natures_guardian             Count=200.4|  1.84sec  DPE=   4469| 9%  DPET=      0  DPR=   0.0  pDPS= 2997  Miss=0.00%  Hit=4469|   1|31790
    potion                       Count=  2.0|  0.00sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    potion_of_the_old_war        Count= 23.4|  6.30sec  DPE= 235388| 5%  DPET=      0  DPR=   0.0  pDPS=18674  Miss=0.00%  Hit=186094|121897|217673  Crit=379529|248670|444053|26.5%  Parry=1.0%
    rage_of_the_sleeper          Count=  3.5| 96.60sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    rage_of_the_sleeper_reflect  Count= 26.5|  9.57sec  DPE= 172904| 4%  DPET=      0  DPR=   0.0  pDPS=15297  Miss=0.00%  Hit=172904|172904|172904
    rake                         Count= 21.0| 14.83sec  DPE= 624517|11%  DPET= 621731  DPR=   0.0  pDPS=43879  Miss=0.00%  Hit=87031|56516|161475  Crit=177572|115294|329410|26.1%  Parry=2.9%  TickCount=96  MissTick=0.0%  Tick=88720|29|171164  CritTick=181003|73|349175|26.9%  UpTime=94.1%
    rip                          Count=  9.4| 26.12sec  DPE=1387359|11%  DPET=1381146  DPR=   0.0  pDPS=43301  Miss=0.00%  Parry=100.0%  TickCount=135  MissTick=0.0%  Tick=75165|109|91231  CritTick=153305|1638|186111|26.8%  UpTime=90.0%
